ArticleTitle,Question,Answer,DifficultyFromQuestioner,DifficultyFromAnswerer,ArticleFile
leopard,"Is the leopard -LRB- panthera pardus -RRB- an old world mammal of the felidae family and the smallest of the four (`` ` big cats ('' ' of the genus panthera , along with the tiger , lion , and jaguar?",Yes,NULL,easy,data/set1/a2
leopard,Can a panther be any of several species of large felid?,Yes,NULL,easy,data/set1/a2
leopard,Is the leopard an agile and graceful predator?,Yes,NULL,easy,data/set1/a2
Liechtenstein,Is Liechtenstein bordered by Switzerland?,Yes,easy,easy,data/set2/a1
Liechtenstein,Is Liechtenstein the smallest German-speaking country in the world?,Yes,easy,easy,data/set2/a1
Liechtenstein,Was Liechtenstein part of the ancient Roman province of Raetia?,Yes,easy,easy,data/set2/a1
Liechtenstein,When was the first factory opened?,1836,medium,medium,data/set2/a1
Liechtenstein,How many municipalities is Liechtenstein divided into?,11,medium,medium,data/set2/a1
Liechtenstein,What is the national currency of Liechtenstein?,Swiss franc,medium,medium,data/set2/a1
Liechtenstein,Has Leichtenstein worked to promote the county's image by prosecuting international money-laundering?,Yes,hard,hard,data/set2/a1
Liechtenstein,What company administers Leichtenstein's railways?,Austrian Federal Railways,hard,medium,data/set2/a1
Liechtenstein,What percentage of Liechtenstein's population is foreign-born?,two-thirds,hard,hard,data/set2/a1
Liechtenstein,What percentage of Liechtenstein's population is foreign-born?,67%,hard,hard,data/set2/a1
Liechtenstein,Is there an airport in Liechtenstein?,No.,easy,easy,data/set2/a1
Liechtenstein,Is there an airport in Liechtenstein?,No,easy,easy,data/set2/a1
Liechtenstein,Is Liechtenstein heavily urbanized?,No.,easy,medium,data/set2/a1
Liechtenstein,Is Liechtenstein heavily urbanized?,No,easy,easy,data/set2/a1
Liechtenstein,Is Liechtenstein doubly landlocked?,Yes.,easy,easy,data/set2/a1
Liechtenstein,Is Liechtenstein doubly landlocked?,Yes,easy,easy,data/set2/a1
Liechtenstein,Does Liechtenstein have an army?,No.,medium,easy,data/set2/a1
Liechtenstein,Does Liechtenstein have an army?,No,medium,easy,data/set2/a1
Liechtenstein,When was Liechtenstein's current constitution adopted?,October 1921.,medium,medium,data/set2/a1
Liechtenstein,When was Liechtenstein's current constitution adopted?,Oct-21,medium,medium,data/set2/a1
Liechtenstein,What is the official language of Liechtenstein?,German.,medium,medium,data/set2/a1
Liechtenstein,What is the official language of Liechtenstein?,German,medium,medium,data/set2/a1
Liechtenstein,What countries border Liechtenstein?,Switzerland and Austria.,hard,medium,data/set2/a1
Liechtenstein,What countries border Liechtenstein?,Switzerland and Austria,hard,hard,data/set2/a1
Liechtenstein,What Roman province was Liechtenstein part of?,Raetia.,hard,medium,data/set2/a1
Liechtenstein,What Roman province was Liechtenstein part of?,Raetia,hard,medium,data/set2/a1
Liechtenstein,How many municipalities are within Oberland?,6,hard,too hard,data/set2/a1
Liechtenstein,What is the smallest German-speaking country in the world?,Liechtenstein,NULL,medium,data/set2/a1
Liechtenstein,"The Savings and Loans Bank was founded, as was the first cotton-weaving mill in what year?",1861,NULL,easy,data/set2/a1
Liechtenstein,What enjoys one of the world's highest standards of living?,Liechtenstein's population,NULL,medium,data/set2/a1
Liechtenstein,Does the state court rule on the conformity of laws?,Yes,NULL,easy,data/set2/a1
Liechtenstein,What do most recognizable international company and largest employer have in common?,They are Hilti.,NULL,medium,data/set2/a1
Liechtenstein,Was Liechtenstein completed in November 2000?,No,NULL,medium,data/set2/a1
Liechtenstein,What completed in November?,the Kunstmuseum Liechtenstein,NULL,medium,data/set2/a1
Liechtenstein,The State Court rules what?,on the conformity of laws with the constitution,NULL,easy,data/set2/a1
Liechtenstein,The Historical Society of the Principality of Liechtenstein plays what?,a role in preserving the culture and history of the country.,NULL,easy,data/set2/a1
Liechtenstein,Is the museum collection also the national art collection of Liechtenstein ?,Yes,NULL,easy,data/set2/a1
Liechtenstein,Is there a small heliport at Balzers in Liechtenstein available for charter helicopter flights ?,Yes,NULL,easy,data/set2/a1
Liechtenstein,Are nationals referred to by the plural : Liechtensteiners ?,Yes,NULL,easy,data/set2/a1
Liechtenstein,"Is it a winter sports resort , although it is perhaps best known as a tax haven ?",Yes,NULL,easy,data/set2/a1
Liechtenstein,Is it a winter sports resort?,Yes,NULL,medium,data/set2/a1
Liechtenstein,Is it the smallest german-speaking country in the world?,Yes,NULL,easy,data/set2/a1
Liechtenstein,"What happened in moravia , lower austria , silesia , and styria , though in all cases , these territories were held in fief under other more senior feudal lords?",The Liechtenstein Dynasty acquired vast swaths of land,NULL,medium,data/set2/a1
Millard_Fillmore,"Did Webster write, ""I can now sleep of nights""?",Yes.,easy,easy,data/set3/a3
Millard_Fillmore,"Did Webster write, ""I can now sleep of nights""?",Yes,easy,easy,data/set3/a3
Millard_Fillmore,Was the arrival of Louis Kossuth (exiled leader of a failed Hungarian revolution) another issue that presented itself during Fillmore's presidency?,Yes,easy,easy,data/set3/a3
Millard_Fillmore,"Did he die at 11:10 p.m. on March 8, 1874, of the after-effects of a stroke?",Yes,easy,easy,data/set3/a3
Millard_Fillmore,Who got Seward elected to the senate?,Weed,medium,medium,data/set3/a3
Millard_Fillmore,Who got Seward elected to the senate?,Weed ultimately got Seward elected to the senate,medium,medium,data/set3/a3
Millard_Fillmore,Where was Commodore Matthew C. Perry sent to open Japan to Western trade?,Japan,medium,medium,data/set3/a3
Millard_Fillmore,Where was Commodore Matthew C. Perry sent to open Japan to Western trade?,Commodore Matthew C. Perry send to Japan,medium,hard,data/set3/a3
Millard_Fillmore,What is The Remarkable Millard Fillmore?,A fake biography based on real events that happened in Fillmore's life.,medium,medium,data/set3/a3
Millard_Fillmore,What is The Remarkable Millard Fillmore?,"In 2007, George Pendle wrote The Remarkable Millard Fillmore, a fake biography based on real events that happened in Fillmore's life",medium,medium,data/set3/a3
Millard_Fillmore,Did Fillmore form a law partnership before or after he founded the private University of Buffalo?,Before.,hard,hard,data/set3/a3
Millard_Fillmore,Did Fillmore form a law partnership before or after he founded the private University of Buffalo?,Law partnership founded before University of Buffalo,hard,hard,data/set3/a3
Millard_Fillmore,Did Fillmore run for President a second time?,Yes,hard,medium,data/set3/a3
Millard_Fillmore,Did Fillmore run for President a second time?,I don't know (semantic ambiguity),hard,too hard,data/set3/a3
Millard_Fillmore,How long after the death of his first wife did Fillmore marry Caroline McIntosh?,where is the death date of his first wife?,hard,too hard,data/set3/a3
Millard_Fillmore,Was Millard Fillmore the thirteenth President of the United States?,yes,easy,easy,data/set3/a3
Millard_Fillmore,"Was Millard Fillmore born on January 7, 1800?",yes,easy,medium,data/set3/a3
Millard_Fillmore,"Did Millard Fillmore die on March 8, 1974?",no,easy,easy,data/set3/a3
Millard_Fillmore,Where was Millard Fillmore born?,"in a log cabin in Summerhill, New York",medium,easy,data/set3/a3
Millard_Fillmore,To whom was Millard Fillmore born to?,to Nathaniel and Phoebe Millard Fillmore,medium,easy,data/set3/a3
Millard_Fillmore,Who did Millard Fillmore fall in love with?,He fell in love with Abigail Powers,medium,easy,data/set3/a3
Millard_Fillmore,Who did Millard Fillmore fall in love with?,Abigail Powers,medium,medium,data/set3/a3
Millard_Fillmore,What did Taylor and Fillmore disagree upon?,slavory issues,hard,easy,data/set3/a3
Millard_Fillmore,What did Taylor and Fillmore disagree upon?,Taylor and Fillmore disagreed on the slavery issue in the new western territories taken from Mexico in the Mexican-American War,hard,medium,data/set3/a3
Millard_Fillmore,How did Fillmore ascend to the presidency?,"upon the death of the sitting president, Taylor",hard,medium,data/set3/a3
Millard_Fillmore,How did Fillmore ascend to the presidency?,Official White House portrait of Millard FillmoreFillmore ascended to the presidency upon the sudden and unexpected death of President Taylor in July 1850.,hard,hard,data/set3/a3
Millard_Fillmore,How did the supporters of Henry Clay feel about Fillmore in 1848?,they were ok with him,hard,too hard,data/set3/a3
Millard_Fillmore,How did the supporters of Henry Clay feel about Fillmore in 1848?,angry,hard,hard,data/set3/a3
Millard_Fillmore,Who was first apprenticed to a fuller to learn the cloth-making trade?,millard fillmore,NULL,easy,data/set3/a3
Millard_Fillmore,He founded the private university of buffalo on what date?,1846,NULL,easy,data/set3/a3
Millard_Fillmore,Who or what fell in love with abigail powers?,millard fillmore,NULL,easy,data/set3/a3
Millard_Fillmore,Was Fillmore one of the founders of the University of Buffalo?,yes,NULL,easy,data/set3/a3
Millard_Fillmore,Was Another primary objective of Fillmore to preserve the Union from the intensifying slavery debate?,yes,NULL,easy,data/set3/a3
Millard_Fillmore,"Was Fillmore the second Chancellor, a position he maintained while both Vice President and President?",no,NULL,easy,data/set3/a3
Millard_Fillmore,Is Fillmore the first of two presidents to have been an indentured servant ?,yes,NULL,easy,data/set3/a3
Millard_Fillmore,Is the comic strip Mallard Fillmore named after the president ?,yes,NULL,easy,data/set3/a3
Millard_Fillmore,Was Fillmore the first U.S. President born after the death of a former president ?,yes,NULL,easy,data/set3/a3
Millard_Fillmore,"Did Fillmore not turn down the honor , explaining that he had neither the `` literary nor scientific attainment '' to justify the degree ?",no,NULL,easy,data/set3/a3
Millard_Fillmore,"What happened in a log cabin in summerhill , new york?",Fillmore was born,NULL,easy,data/set3/a3
Nikola_Tesla,"Who was born precisely at midnight during an electrical storm , to a Serbian family in the village of Smiljan near Gospić , in the Lika region of the Croatian Krajina in Military Frontier ( part of the Austrian Empire ) , in the present-day Croatia . ?",Nikola Tesla,NULL,easy,data/set4/a3
Nikola_Tesla,Are there at least two films describing Tesla 's life ?,Yes.,NULL,easy,data/set4/a3
Nikola_Tesla,Have a number of live theatrical plays based on Tesla 's life been produced and staged worldwide ?,yes.,NULL,easy,data/set4/a3
otter,Do sea otters have long muscular tails?,no,easy,medium,data/set1/a7
otter,Can otters survive in cold water?,yes,easy,medium,data/set1/a7
otter,Does the giant otter inhabit South Africa?,no,easy,easy,data/set1/a7
otter,How many species of otter are there?,13,medium,easy,data/set1/a7
otter,What do river otters eat?,"a variety of fish and shellfish, as well as small land mammals and birds",medium,easy,data/set1/a7
otter,How much do sea otters weigh?,30 kg (about 65 pounds),medium,easy,data/set1/a7
otter,How do sea otters insulate themselves?,a layer of air trapped in their fur(!),hard,hard,data/set1/a7
otter,How do sea otters insulate themselves?,"As with other species of otter, they rely on a layer of air trapped in their fur, which they keep topped up by blowing into the fur from their mouths.",hard,hard,data/set1/a7
otter,Why are sea otters nearly extinct?,They've been hunted for their fur,hard,hard,data/set1/a7
otter,Why are sea otters nearly extinct?,"Sea otters have some 200,000 hairs per square cm of skin, a rich fur for which humans hunted them",hard,hard,data/set1/a7
otter,What is one of the challenges of re-establishing a population of Eurasian otters in the UK?,roadkill deaths,hard,hard,data/set1/a7
otter,What is one of the challenges of re-establishing a population of Eurasian otters in the UK?,Roadkill deaths have become one of the significant threats to the success of their re-establishment. ,hard,hard,data/set1/a7
otter,Is otter a kind of mammal?,yes,easy,easy,data/set1/a7
otter,Is otter a kind of mammal?,Yes.,easy,easy,data/set1/a7
otter,How many species and genera does otter have?,13 species and 7 genera,easy,easy,data/set1/a7
otter,How many species and genera does otter have?,13 species in 7 genera.,easy,medium,data/set1/a7
otter,Do otters live in water?,yes,easy,hard,data/set1/a7
otter,Do otters live in water?,Yes.,easy,easy,data/set1/a7
otter,What do river otters eat?,"River otters eat a variety of fish and shellfish, as well as small land mammals and birds. ",medium,easy,data/set1/a7
otter,What do river otters eat?,"River otters eat a variety of fish and shellfish, as well as small land mammals and birds.",medium,medium,data/set1/a7
otter,Where do sea otters live?,Sea otters (Enhydra lutris) live along the Pacific coast of North America. ,medium,easy,data/set1/a7
otter,Where do sea otters live?,The sea otter lives actually in the sea. ,medium,medium,data/set1/a7
otter,"Where does the word ""otter"" derive from?","The word ""otter"" derives from the Old English word otr, otor or oter. ",medium,easy,data/set1/a7
otter,"Where does the word ""otter"" derive from?","The word ""otter"" derives from the Old English word otr, otor or oter. This and cognate words in other Indo-European languages ultimately stem from a root which also gave rise to the English words ""water"", ""wet"" and ""winter"". ",medium,medium,data/set1/a7
otter,Does otter give birth or lay egg?,give birth,hard,too hard,data/set1/a7
otter,What drives sea otter almost to extinction?,Humans hunted them almost to extinction. ,hard,medium,data/set1/a7
otter,What drives sea otter almost to extinction?,"Sea otters have some 200,000 hairs per square cm of skin, a rich fur for which humans hunted them almost to extinction. ",hard,medium,data/set1/a7
otter,Why otters are considered as totem animals?,"The time of year associated with this is also associated with the Aquarius sign of the Zodiac, through which the sun passes January 20-February 19. ",hard,hard,data/set1/a7
otter,Do sea otters live along the Pacific coast?,Yes,easy,easy,data/set1/a7
otter,Are otters totem animals?,Yes,easy,easy,data/set1/a7
otter,Are otters herbivores?,No,easy,easy,data/set1/a7
otter,What is the primary item in an otter's diet?,Fish.,medium,medium,data/set1/a7
otter,What is the primary item in an otter's diet?,fish,medium,medium,data/set1/a7
otter,What is an otter's den called?,Holt,medium,medium,data/set1/a7
otter,Why is the giant otter becoming increasingly rare?,"Poaching, habitat loss, and toxins in gold mining.  ",medium,hard,data/set1/a7
otter,Why is the giant otter becoming increasingly rare?,"poaching, habitat loss, and the use of mercury in illegal alluvial gold mining",medium,medium,data/set1/a7
otter,How do otters keep themselves warm without blubber?,A layer of air trapped in their fur.  ,hard,hard,data/set1/a7
otter,How do otters keep themselves warm without blubber?,a layer of air trapped in their fur,hard,hard,data/set1/a7
otter,How are otters playful animals?,"The slide down snowy slopes, apparently for sheer enjoyment.  ",hard,hard,data/set1/a7
otter,How are otters playful animals?,They slide repeatedly down snowy slopes for sheer enjoyment.,hard,hard,data/set1/a7
otter,What animals are related to otters?,"weasels, polecats, and badgers",hard,hard,data/set1/a7
otter,"What traps a layer of air, and keeps them dry and warm under water?",Long guard hair,NULL,medium,data/set1/a7
otter,The collective noun romp is sometimes used for a group of what?,Otters,NULL,medium,data/set1/a7
otter,Is it true that otters eat a variety of fish?,yes,NULL,medium,data/set1/a7
otter,Are otters playful animals?,yes,NULL,easy,data/set1/a7
otter,Are otters very active?,yes,NULL,easy,data/set1/a7
otter,Are male otters dog-otters?,yes,NULL,easy,data/set1/a7
otter,An otter 's den is what?,A holt,NULL,medium,data/set1/a7
otter,Sea otters eat what?,Shellfish and other invertebrates,NULL,medium,data/set1/a7
otter,Is the myth of Otter 's Ransom the starting point of the Volsunga saga ?,yes,NULL,easy,data/set1/a7
otter,"Are Male otters dog-otters , females are bitches and babies are cubs or pups ?",yes,NULL,easy,data/set1/a7
otter,Is an otter 's den called a holt ?,yes,NULL,easy,data/set1/a7
otter,"Have most otters fish as the primary item in their diet , supplemented by frogs , crayfish and crabs ?",yes,NULL,easy,data/set1/a7
penguin,Do penguins feed on krill?,yes,easy,easy,data/set1/a3
penguin,What is the largest living species of penguin?,Emperor Penguin,easy,medium,data/set1/a3
penguin,What is the largest living species of penguin?,the Emperor Penguin (Aptenodytes forsteri),easy,medium,data/set1/a3
penguin,Do penguins live almost exclusively in the Southern Hemisphere?,yes,easy,easy,data/set1/a3
penguin,"What is ""tobogganing""?",when penguins slide on their bellies across the snow,medium,hard,data/set1/a3
penguin,"What is ""tobogganing""?",Tobogganing is when penguins slide on their bellies across the snow.,medium,hard,data/set1/a3
penguin,Why are penguins countershaded?,for camouflage,medium,hard,data/set1/a3
penguin,Are penguins afraid of humans?,no,medium,medium,data/set1/a3
penguin,How much time to penguins spend on land?,half of their life,hard,hard,data/set1/a3
penguin,How much time to penguins spend on land?,They spend half of their life on land.,hard,medium,data/set1/a3
penguin,How many species of penguins are there?,between 17 and 20 living species,hard,medium,data/set1/a3
penguin,How many species of penguins are there?,"Penguin biodiversity varies between 17 and 20 living species, all in the subfamily Spheniscinae.",hard,hard,data/set1/a3
penguin,How are Isabelline penguins different from most penguins?,they have brown rather than black plumage,hard,hard,data/set1/a3
penguin,How are Isabelline penguins different from most penguins?,Because they are born with brown rather than black plumage.,hard,hard,data/set1/a3
penguin,Are penguins birds?,yes,easy,easy,data/set1/a3
penguin,Do penguins have a better than average sense of hearing for birds?,yes,easy,easy,data/set1/a3
penguin,Do penguins have a better than average sense of hearing for birds?,No,easy,easy,data/set1/a3
penguin,"Are penguins considered ""higher waterbirds""?",yes,easy,easy,data/set1/a3
penguin,What order do penguins belong to?,Sphenisciformes,medium,medium,data/set1/a3
penguin,What is the largest living species of penguin?,Emperor,medium,medium,data/set1/a3
penguin,How tall were the tallest prehistoric penguins?,1.80 meters,medium,medium,data/set1/a3
penguin,How tall were the tallest prehistoric penguins?,as tall as an adult human,medium,hard,data/set1/a3
penguin,What makes penguins so agile in the water?,Their wings have become flippers,hard,hard,data/set1/a3
penguin,What makes penguins so agile in the water?,"Smooth plumage preserves a layer of air, ensuring buoyancy, wings are flippers",hard,hard,data/set1/a3
penguin,"Why do penguins ""tobaggan""?",It conserves energy while moving quickly,hard,hard,data/set1/a3
penguin,"Why do penguins ""tobaggan""?",Conserves energy while moving quickly,hard,hard,data/set1/a3
penguin,Who spend half of their life on land and half in the oceans?,Penguins,NULL,medium,data/set1/a3
penguin,What is also the distance that Antarctic tourists are told to keep from penguins?,3 meters,NULL,medium,data/set1/a3
penguin,"What have become flippers, useless for flight in the air?",Penguins' wings,NULL,medium,data/set1/a3
penguin,What happens when mothers lose a chick?,"They sometimes attempt to ""steal"" another chick.",NULL,medium,data/set1/a3
penguin,Is it true that each penguin gets a turn in the center?,Yes,NULL,easy,data/set1/a3
penguin,Are all penguins countershaded?,Yes,NULL,easy,data/set1/a3
penguin,Are penguins astonishingly agile?,In the water they are.,NULL,easy,data/set1/a3
penguin,Are penguins at risk?,Yes,NULL,easy,data/set1/a3
penguin,"Is it also possible that penguin comes from the Latin pinguis , fat ?",Yes,NULL,easy,data/set1/a3
penguin,Have penguins an average sense of hearing for birds ?,Yes,NULL,easy,data/set1/a3
penguin,Can larger penguins dive deep in case of need ?,Yes,NULL,easy,data/set1/a3
penguin,"Is the smallest penguin species the Little Blue Penguin -LRB- also known as the Fairy Penguin -RRB- , which stands around 40 cm tall -LRB- 16 in -RRB- and weighs 1 kg -LRB- 2.2 lb -RRB- ?",Yes,NULL,easy,data/set1/a3
penguin,"Is it not even known whether the gigantic palaeeudyptines constitute a monophyletic lineage , or whether gigantism was evolved independently in a much restricted Palaeeudyptinae and the Anthropornithinae ?",It is not even known.,NULL,medium,data/set1/a3
penguin,Is the largest living species the emperor penguin -LRB- aptenodytes forsteri -RRB-?,Yes,NULL,easy,data/set1/a3
penguin,"Is the smallest penguin species the little blue penguin -LRB- also known as the fairy penguin -RRB- , which stands around 40 cm tall -LRB- 16 in -RRB- and weighs 1 kg -LRB- 2?",Yes,NULL,easy,data/set1/a3
penguin,What happened in a region not quite 2000 km south of the equator 35 mya?,At least one giant penguin.,NULL,medium,data/set1/a3
polar_bear,What is the last word on the page?,Connecticut,easy,too easy,data/set1/a4
polar_bear,What is the last word on the page?,(SSN-22),easy,too hard,data/set1/a4
polar_bear,Is polar bear a mammal?,Yes,easy,easy,data/set1/a4
polar_bear,Is polar bear a carnivore?,Yes,easy,easy,data/set1/a4
polar_bear,What is largest polar bear on record?,2200 lb,medium,medium,data/set1/a4
polar_bear,What is largest polar bear on record?,"A huge male, allegedly weighing 1002 kg (2200 lb) shot at Kotzebue Sound in northwestern Alaska in 1960.",medium,medium,data/set1/a4
polar_bear,What is polar bear's skin color?,white or cream,medium,easy,data/set1/a4
polar_bear,What is polar bear's skin color?,Black,medium,easy,data/set1/a4
polar_bear,How long is polar bear's guard hair?,5-15 cm,medium,medium,data/set1/a4
polar_bear,What is cause of polar bear's skin diseases?,mites or other parasites,hard,medium,data/set1/a4
polar_bear,Why polar bear is a special species?,"The World Conservation Union listed polar bears as a vulnerable species, one of three sub-categories of threatened status, in May 2006. Their latest estimate is that 7 out of 19 subpopulations are declining or already severely reduced.",hard,too hard,data/set1/a4
polar_bear,What do fossil and DNA evidence tell us?,The polar bear diverged from the brown bear about 200 thousand years ago.,hard,medium,data/set1/a4
polar_bear,What do fossil and DNA evidence tell us?,The polar bear diverged from the brown bear roughly 200 thousand years ago.,hard,medium,data/set1/a4
polar_bear,Does a polar bear live in the Arctic?,yes,easy,easy,data/set1/a4
polar_bear,Is a polar bear white in color?,yes,easy,medium,data/set1/a4
polar_bear,Is a polar bear at high risk of extinction?,yes,easy,easy,data/set1/a4
polar_bear,How heavy is a male polar bear?,300-600 kg (660-1320 lb),medium,medium,data/set1/a4
polar_bear,How heavy is a male polar bear?,Most adult males weigh 350-650 kg,medium,too hard,data/set1/a4
polar_bear,How heavy was the largest polar bear on record?,1002 kg (2200 lb) ,medium,medium,data/set1/a4
polar_bear,How heavy was the largest polar bear on record?,He allegedly weighed 1002 kg,medium,medium,data/set1/a4
polar_bear,What does a polar bear's fur provide?,It provides the animal with effective camouflage.,medium,medium,data/set1/a4
polar_bear,What does a polar bear's fur provide?,A polar bear's fur provides camouflage and insulation,medium,medium,data/set1/a4
polar_bear,Do female polar bears weight more than the male?,no,hard,medium,data/set1/a4
polar_bear,How much weight do female polar bears gain during pregnancy?,They gain double their weight.,hard,medium,data/set1/a4
polar_bear,How much weight do female polar bears gain during pregnancy?,They double their weight during pregnancy,hard,medium,data/set1/a4
polar_bear,Can polar bears be seen under infrared photography?,Polar bears are nearly invisible under infrared photography.,hard,easy,data/set1/a4
polar_bear,Can polar bears be seen under infrared photography?,Only their breath and muzzles can be easily seen,hard,hard,data/set1/a4
polar_bear,What is actually black in color?,A polar bear's skin.,NULL,medium,data/set1/a4
polar_bear,What insulate it against the cold?,Its think blubber and fur.,NULL,medium,data/set1/a4
polar_bear,What includes a lengthy justification of why this species is listed as vulnerable?,Database entry.,NULL,medium,data/set1/a4
polar_bear,What do with greenpeace and the natural resources defense council have in common?,They filed lawsuits in California.,NULL,medium,data/set1/a4
polar_bear,Are studies insufficient evidence for global protection?,It is arguable.,NULL,medium,data/set1/a4
polar_bear,Are polar bears excellent swimmers?,yes,NULL,easy,data/set1/a4
polar_bear,"A semi-aquatic marine mammal , the polar bear has what?","It has adapted for life on a combination of land, sea, and ice.",NULL,medium,data/set1/a4
polar_bear,Garbage is what?,"Garbage is now recycled or transported to Thompson, Manitoba.",NULL,medium,data/set1/a4
polar_bear,The bears sometimes what?,They sometimes have problems with various skin diseases with dermatitis caused sometimes by mites or other parasites.,NULL,medium,data/set1/a4
polar_bear,Is the Polar Bear the mascot of Bowdoin college ?,yes,NULL,easy,data/set1/a4
polar_bear,Have thumbpolar bears been made both controversial and famous for their distinctive white fur and their habitat ?,yes,NULL,easy,data/set1/a4
polar_bear,"Did Mitchell Taylor , the Nunavut Government Manager of Wildlife Research , not write a letter to the U.S. Fish and Wildlife Service arguing that local studies are insufficient evidence for global protection at this time ?",no,NULL,easy,data/set1/a4
polar_bear,Are Cubs born in December without awakening the mother ?,yes,NULL,easy,data/set1/a4
Qatar,Does Qatar rank as the eighth richest country in the world per capita?,No.,easy,easy,data/set2/a3
Qatar,Does Qatar rank as the eighth richest country in the world per capita?,no,easy,easy,data/set2/a3
Qatar,Do nearly all Qataris profess Islam?,Yes.,easy,easy,data/set2/a3
Qatar,Do nearly all Qataris profess Islam?,yes,easy,easy,data/set2/a3
Qatar,Can women legally drive in Qatar?,Yes.,easy,easy,data/set2/a3
Qatar,Can women legally drive in Qatar?,yes,easy,easy,data/set2/a3
Qatar,When did Qatar become an independent state?,"September 3, 1971.",medium,medium,data/set2/a3
Qatar,When did Qatar become an independent state?,3-Sep-71,medium,medium,data/set2/a3
Qatar,Where is Qatar's telecommunication system centered?,Doha.,medium,medium,data/set2/a3
Qatar,Where is Qatar's telecommunication system centered?,Doha,medium,medium,data/set2/a3
Qatar,Where did a suicide-bombing kill a teacher in 2005?,At the Doha Players Theatre.,medium,medium,data/set2/a3
Qatar,Where did a suicide-bombing kill a teacher in 2005?,Doha Players Theatre,medium,medium,data/set2/a3
Qatar,Does the native pronunciation of Qatar sound like 'cutter'?,Yes.,hard,hard,data/set2/a3
Qatar,Does the native pronunciation of Qatar sound like 'cutter'?,no,hard,hard,data/set2/a3
Qatar,What is the Arabic word for municipalities?,baladiyah.,hard,hard,data/set2/a3
Qatar,What is the Arabic word for municipalities?,baladiyah,hard,hard,data/set2/a3
Qatar,What universities are in Education City?,"Carnegie Mellon University, Georgetown University School of Foreign Service, Texas A&M University, Virginia Commonwealth University, and Cornell University's Weill Medical College.",hard,hard,data/set2/a3
Qatar,What universities are in Education City?,"Carnegie Mellon University, Georgetown University School of Foreign Service, Texas A&M University, Virginia Commonwealth University, and Cornell University",hard,hard,data/set2/a3
Qatar,What carried with it a tacit recognition of Qatar's status as distinct from Bahrain?,The British Protectorate (per Colonel Lewis Pelly) asking to negotiate with a representative from Qatar after Bahrain's violation of the 1820 Anglo-Bahraini Treaty.,NULL,hard,data/set2/a3
Qatar,Qatar became an independent sovereign state in what year?,"On September 3, 1971.",NULL,medium,data/set2/a3
Qatar,"What consists of a low, barren plain, covered with sand?",Much of the country.,NULL,medium,data/set2/a3
Qatar,How do qatar and the wider region relate?,Qatar is aiming to become a role model for economic and social transformation in the region. Large scale investment in all social and economic sectors will also lead to the development of a strong financial market.,NULL,too hard,data/set2/a3
Qatar,Was Qatar University founded in 1973?,Yes,NULL,medium,data/set2/a3
Qatar,Is Qatar bordered by Saudi Arabia to the south?,Yes,NULL,easy,data/set2/a3
Qatar,What bordered by Saudi?,Qatar,NULL,medium,data/set2/a3
Qatar,Who served as the headquarters and one of the main launching sites of the US invasion of Iraq in 2003 ?,Qatar.,NULL,medium,data/set2/a3
Qatar,Has Qatar a modern Telecommunication system centered in Doha ?,Yes,NULL,easy,data/set2/a3
Qatar,Was Qatar University founded in 1973 ?,Yes,NULL,easy,data/set2/a3
Qatar,"Did the Qataris not choose as their negotiator the respected entrepreneur and long-time resident of Doha , Muhammed bin Thani ?",Yes,NULL,easy,data/set2/a3
Qatar,Will oil and gas probably remain the backbone of Qatar 's economy for some time to come ?,Yes,NULL,easy,data/set2/a3
Qatar,"Has it been created with a long term perspective to support the development of Qatar and the wider region , develop local and regional markets , and strengthen the links between the energy based economies and global financial markets ?",Yes,NULL,easy,data/set2/a3
Qatar,What happened in these positions in english?,These allophones cannot occur there.,NULL,medium,data/set2/a3
Qatar,Can these allophones not occur in these positions in english?,yes,NULL,easy,data/set2/a3
Qatar,"Is -RRB- , officially the state of qatar -LRB- arabic (: : transliterated as dawlat qatar -RRB- , an arab emirate in southwest asia?",Yes,NULL,easy,data/set2/a3
Romania,Does Romania border Hungary?,Yes.,easy,medium,data/set2/a7
Romania,Does Romania border Hungary?,yes,easy,easy,data/set2/a7
Romania,Is Romania a secular state?,Yes.,easy,easy,data/set2/a7
Romania,Is Romania a secular state?,yes,easy,easy,data/set2/a7
Romania,Is the president elected by popular vote?,Yes.,easy,easy,data/set2/a7
Romania,Is the president elected by popular vote?,yes,easy,easy,data/set2/a7
Romania,How many counties is Romania divided into?,41,medium,medium,data/set2/a7
Romania,How many counties is Romania divided into?,forty-one,medium,medium,data/set2/a7
Romania,What is the highest mountain in Romania?,Moldoveanu Peak.,medium,medium,data/set2/a7
Romania,What is the highest mountain in Romania?,Moldoveanu Peak,medium,medium,data/set2/a7
Romania,What is the official language of Romania?,Romanian.,medium,medium,data/set2/a7
Romania,What is the official language of Romania?,Romanian,medium,medium,data/set2/a7
Romania,Is the Romanian economy doing well?,Yes.,hard,too hard,data/set2/a7
Romania,Are there many Roma in Romania?,No.,hard,too hard,data/set2/a7
Romania,Are there many Roma in Romania?,no,hard,too hard,data/set2/a7
Romania,How many territories joined to form Romania?,2,hard,too hard,data/set2/a7
Romania,Does Romania share a border with Ukraine?,yes,easy,easy,data/set2/a7
Romania,Did Romania declare neutrality during World War I?,yes,easy,easy,data/set2/a7
Romania,Does Romania share the same language with Moldova?,yes,easy,easy,data/set2/a7
Romania,Does Romania share the same language with Moldova?,Practically,easy,medium,data/set2/a7
